account_id,account_name,action_values,actions,adset_id,adset_name,campaign_id,campaign_name,clicks,conversions,cpc,cpm,ctr,date_start,date_stop,impressions,inline_link_clicks,objective,purchase_roas,reach,spend
1023869745517716,Goodz Ad Account,,"[{""action_type"": ""link_click"", ""value"": ""2""}, {""action_type"": ""page_engagement"", ""value"": ""6""}, {""action_type"": ""landing_page_view"", ""value"": ""2""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""2""}, {""action_type"": ""post_interaction_gross"", ""value"": ""4""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""1""}, {""action_type"": ""post_engagement"", ""value"": ""6""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""3""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""1""}, {""action_type"": ""post_reaction"", ""value"": ""3""}]",120201166876280180,Advantage+ shopping campaign 11/26/2023 Ad set,120201166876270180,Advantage+ shopping campaign 11/26/2023 Campaign,4,,0.7275,28.811881,3.960396,2023-11-01,2023-11-30,101,2,OUTCOME_SALES,,99,2.91
1023869745517716,Goodz Ad Account,"[{""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""117.75""}, {""action_type"": ""omni_view_content"", ""value"": ""117.75""}, {""action_type"": ""view_content"", ""value"": ""117.75""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""117.75""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""117.75""}]","[{""action_type"": ""link_click"", ""value"": ""138""}, {""action_type"": ""page_engagement"", ""value"": ""153""}, {""action_type"": ""landing_page_view"", ""value"": ""125""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""125""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""5""}, {""action_type"": ""comment"", ""value"": ""1""}, {""action_type"": ""post_interaction_gross"", ""value"": ""15""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""5""}, {""action_type"": ""post"", ""value"": ""1""}, {""action_type"": ""view_content"", ""value"": ""5""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""5""}, {""action_type"": ""post_engagement"", ""value"": ""153""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""8""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""5""}, {""action_type"": ""offsite_content_view_add_meta_leads"", ""value"": ""5""}, {""action_type"": ""omni_view_content"", ""value"": ""5""}, {""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""5""}, {""action_type"": ""post_reaction"", ""value"": ""8""}]",120201179005170180,Facebook Ad Set,120201179005140180,First Mixtape Traffic Campaign,227,,0.137974,8.992248,6.51737,2023-11-01,2023-11-30,3483,138,LINK_CLICKS,,3249,31.32
1023869745517716,Goodz Ad Account,"[{""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""379.3""}, {""action_type"": ""omni_view_content"", ""value"": ""379.3""}, {""action_type"": ""view_content"", ""value"": ""379.3""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""379.3""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""379.3""}]","[{""action_type"": ""link_click"", ""value"": ""164""}, {""action_type"": ""page_engagement"", ""value"": ""181""}, {""action_type"": ""landing_page_view"", ""value"": ""152""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""152""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""14""}, {""action_type"": ""post_interaction_gross"", ""value"": ""17""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""14""}, {""action_type"": ""post"", ""value"": ""4""}, {""action_type"": ""view_content"", ""value"": ""14""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""3""}, {""action_type"": ""post_engagement"", ""value"": ""181""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""10""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""3""}, {""action_type"": ""offsite_content_view_add_meta_leads"", ""value"": ""14""}, {""action_type"": ""omni_view_content"", ""value"": ""14""}, {""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""14""}, {""action_type"": ""post_reaction"", ""value"": ""10""}]",120201181241350180,Instagram Ad Set,120201179005140180,First Mixtape Traffic Campaign,228,,0.151447,8.682424,5.732965,2023-11-01,2023-11-30,3977,164,LINK_CLICKS,,3745,34.53
1023869745517716,Goodz Ad Account,"[{""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""163.6""}, {""action_type"": ""omni_view_content"", ""value"": ""163.6""}, {""action_type"": ""view_content"", ""value"": ""163.6""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""163.6""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""163.6""}]","[{""action_type"": ""link_click"", ""value"": ""276""}, {""action_type"": ""omni_add_to_cart"", ""value"": ""1""}, {""action_type"": ""page_engagement"", ""value"": ""2278""}, {""action_type"": ""landing_page_view"", ""value"": ""226""}, {""action_type"": ""add_to_cart"", ""value"": ""1""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""226""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""8""}, {""action_type"": ""onsite_web_add_to_cart"", ""value"": ""1""}, {""action_type"": ""post_interaction_gross"", ""value"": ""17""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""8""}, {""action_type"": ""post"", ""value"": ""3""}, {""action_type"": ""view_content"", ""value"": ""8""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""6""}, {""action_type"": ""onsite_web_app_add_to_cart"", ""value"": ""1""}, {""action_type"": ""post_engagement"", ""value"": ""2278""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""8""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""6""}, {""action_type"": ""offsite_content_view_add_meta_leads"", ""value"": ""8""}, {""action_type"": ""video_view"", ""value"": ""1985""}, {""action_type"": ""omni_view_content"", ""value"": ""8""}, {""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""8""}, {""action_type"": ""offsite_conversion.fb_pixel_add_to_cart"", ""value"": ""1""}, {""action_type"": ""post_reaction"", ""value"": ""8""}]",120201181959620180,Video Ad Set,120201179005140180,First Mixtape Traffic Campaign,400,,0.14855,12.573,8.463817,2023-11-01,2023-11-30,4726,276,LINK_CLICKS,,4417,59.42
1023869745517716,Goodz Ad Account,"[{""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""11.95""}, {""action_type"": ""omni_view_content"", ""value"": ""11.95""}, {""action_type"": ""view_content"", ""value"": ""11.95""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""11.95""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""11.95""}]","[{""action_type"": ""onsite_web_view_content"", ""value"": ""1""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""1""}, {""action_type"": ""view_content"", ""value"": ""1""}, {""action_type"": ""offsite_content_view_add_meta_leads"", ""value"": ""1""}, {""action_type"": ""omni_view_content"", ""value"": ""1""}, {""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""1""}]",120201166876280180,Advantage+ shopping campaign 11/26/2023 Ad set,120201166876270180,Advantage+ shopping campaign 11/26/2023 Campaign,0,,,,,2023-12-01,2023-12-31,0,0,OUTCOME_SALES,,0,0
1023869745517716,Goodz Ad Account,"[{""action_type"": ""onsite_web_app_add_to_cart"", ""value"": ""71.9""}, {""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""165.75""}, {""action_type"": ""omni_view_content"", ""value"": ""165.75""}, {""action_type"": ""add_to_cart"", ""value"": ""71.9""}, {""action_type"": ""offsite_conversion.fb_pixel_add_to_cart"", ""value"": ""71.9""}, {""action_type"": ""view_content"", ""value"": ""165.75""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""165.75""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""165.75""}, {""action_type"": ""omni_add_to_cart"", ""value"": ""71.9""}, {""action_type"": ""onsite_web_add_to_cart"", ""value"": ""71.9""}]","[{""action_type"": ""link_click"", ""value"": ""155""}, {""action_type"": ""omni_add_to_cart"", ""value"": ""4""}, {""action_type"": ""page_engagement"", ""value"": ""170""}, {""action_type"": ""landing_page_view"", ""value"": ""142""}, {""action_type"": ""add_to_cart"", ""value"": ""4""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""142""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""5""}, {""action_type"": ""onsite_web_add_to_cart"", ""value"": ""4""}, {""action_type"": ""comment"", ""value"": ""4""}, {""action_type"": ""post_interaction_gross"", ""value"": ""15""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""5""}, {""action_type"": ""post"", ""value"": ""2""}, {""action_type"": ""view_content"", ""value"": ""5""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""2""}, {""action_type"": ""onsite_web_app_add_to_cart"", ""value"": ""4""}, {""action_type"": ""post_engagement"", ""value"": ""170""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""7""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""2""}, {""action_type"": ""offsite_content_view_add_meta_leads"", ""value"": ""5""}, {""action_type"": ""omni_view_content"", ""value"": ""5""}, {""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""5""}, {""action_type"": ""offsite_conversion.fb_pixel_add_to_cart"", ""value"": ""4""}, {""action_type"": ""post_reaction"", ""value"": ""7""}]",120201179005170180,Facebook Ad Set,120201179005140180,First Mixtape Traffic Campaign,274,,0.087445,7.61602,8.709472,2023-12-01,2023-12-31,3146,155,LINK_CLICKS,,2871,23.96
1023869745517716,Goodz Ad Account,"[{""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""403.2""}, {""action_type"": ""omni_view_content"", ""value"": ""403.2""}, {""action_type"": ""view_content"", ""value"": ""403.2""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""403.2""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""403.2""}]","[{""action_type"": ""link_click"", ""value"": ""193""}, {""action_type"": ""page_engagement"", ""value"": ""219""}, {""action_type"": ""landing_page_view"", ""value"": ""173""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""173""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""16""}, {""action_type"": ""comment"", ""value"": ""5""}, {""action_type"": ""post_interaction_gross"", ""value"": ""26""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""16""}, {""action_type"": ""post"", ""value"": ""4""}, {""action_type"": ""view_content"", ""value"": ""16""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""8""}, {""action_type"": ""post_engagement"", ""value"": ""219""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""9""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""8""}, {""action_type"": ""offsite_content_view_add_meta_leads"", ""value"": ""16""}, {""action_type"": ""omni_view_content"", ""value"": ""16""}, {""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""16""}, {""action_type"": ""post_reaction"", ""value"": ""9""}]",120201181241350180,Instagram Ad Set,120201179005140180,First Mixtape Traffic Campaign,237,,0.09962,6.770863,6.796673,2023-12-01,2023-12-31,3487,193,LINK_CLICKS,,3359,23.61
1023869745517716,Goodz Ad Account,"[{""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""441.4""}, {""action_type"": ""omni_view_content"", ""value"": ""441.4""}, {""action_type"": ""view_content"", ""value"": ""441.4""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""441.4""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""441.4""}]","[{""action_type"": ""link_click"", ""value"": ""205""}, {""action_type"": ""page_engagement"", ""value"": ""1465""}, {""action_type"": ""landing_page_view"", ""value"": ""166""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""166""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""12""}, {""action_type"": ""comment"", ""value"": ""2""}, {""action_type"": ""post_interaction_gross"", ""value"": ""11""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""12""}, {""action_type"": ""post"", ""value"": ""2""}, {""action_type"": ""view_content"", ""value"": ""12""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""2""}, {""action_type"": ""post_engagement"", ""value"": ""1465""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""5""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""2""}, {""action_type"": ""offsite_content_view_add_meta_leads"", ""value"": ""12""}, {""action_type"": ""video_view"", ""value"": ""1249""}, {""action_type"": ""omni_view_content"", ""value"": ""12""}, {""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""12""}, {""action_type"": ""post_reaction"", ""value"": ""5""}]",120201181959620180,Video Ad Set,120201179005140180,First Mixtape Traffic Campaign,346,,0.079393,9.652143,12.157414,2023-12-01,2023-12-31,2846,205,LINK_CLICKS,,2623,27.47
1023869745517716,Goodz Ad Account,"[{""action_type"": ""onsite_web_app_purchase"", ""value"": ""203.72""}, {""action_type"": ""onsite_web_app_add_to_cart"", ""value"": ""117.5""}, {""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""4504.13""}, {""action_type"": ""web_app_in_store_purchase"", ""value"": ""0.02""}, {""action_type"": ""omni_view_content"", ""value"": ""4504.13""}, {""action_type"": ""add_to_cart"", ""value"": ""117.5""}, {""action_type"": ""onsite_web_purchase"", ""value"": ""203.72""}, {""action_type"": ""offsite_conversion.fb_pixel_add_to_cart"", ""value"": ""117.5""}, {""action_type"": ""purchase"", ""value"": ""203.72""}, {""action_type"": ""view_content"", ""value"": ""4504.13""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""4504.13""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""4504.13""}, {""action_type"": ""offsite_conversion.fb_pixel_purchase"", ""value"": ""203.72""}, {""action_type"": ""omni_add_to_cart"", ""value"": ""117.5""}, {""action_type"": ""omni_purchase"", ""value"": ""203.72""}, {""action_type"": ""web_in_store_purchase"", ""value"": ""203.72""}, {""action_type"": ""onsite_web_add_to_cart"", ""value"": ""117.5""}]","[{""action_type"": ""web_in_store_purchase"", ""value"": ""5""}, {""action_type"": ""omni_purchase"", ""value"": ""5""}, {""action_type"": ""link_click"", ""value"": ""720""}, {""action_type"": ""omni_add_to_cart"", ""value"": ""19""}, {""action_type"": ""page_engagement"", ""value"": ""11904""}, {""action_type"": ""purchase"", ""value"": ""5""}, {""action_type"": ""landing_page_view"", ""value"": ""673""}, {""action_type"": ""add_to_cart"", ""value"": ""19""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""673""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""223""}, {""action_type"": ""onsite_web_add_to_cart"", ""value"": ""19""}, {""action_type"": ""comment"", ""value"": ""4""}, {""action_type"": ""onsite_web_app_purchase"", ""value"": ""5""}, {""action_type"": ""post_interaction_gross"", ""value"": ""176""}, {""action_type"": ""offsite_conversion.fb_pixel_purchase"", ""value"": ""5""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""223""}, {""action_type"": ""post"", ""value"": ""37""}, {""action_type"": ""view_content"", ""value"": ""223""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""54""}, {""action_type"": ""web_app_in_store_purchase"", ""value"": ""5""}, {""action_type"": ""onsite_web_app_add_to_cart"", ""value"": ""19""}, {""action_type"": ""post_engagement"", ""value"": ""11904""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""81""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""54""}, {""action_type"": ""offsite_content_view_add_meta_leads"", ""value"": ""223""}, {""action_type"": ""onsite_web_purchase"", ""value"": ""5""}, {""action_type"": ""video_view"", ""value"": ""11008""}, {""action_type"": ""omni_view_content"", ""value"": ""223""}, {""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""223""}, {""action_type"": ""offsite_conversion.fb_pixel_add_to_cart"", ""value"": ""19""}, {""action_type"": ""post_reaction"", ""value"": ""81""}, {""action_type"": ""offsite_conversion.fb_pixel_custom"", ""value"": ""307""}]",120201721355260180,Big Freedia and GD,120201721354540180,Holiday Video Campaign,999,"[{""action_type"": ""offsite_conversion.fb_pixel_custom.user_engagement"", ""value"": ""307""}]",0.226316,9.885877,4.368168,2023-12-01,2023-12-31,22870,720,OUTCOME_ENGAGEMENT,"[{""action_type"": ""omni_purchase"", ""value"": ""0.901057""}]",18645,226.09
1023869745517716,Goodz Ad Account,"[{""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""832.85""}, {""action_type"": ""omni_view_content"", ""value"": ""832.85""}, {""action_type"": ""view_content"", ""value"": ""832.85""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""832.85""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""832.85""}]","[{""action_type"": ""link_click"", ""value"": ""94""}, {""action_type"": ""omni_add_to_cart"", ""value"": ""3""}, {""action_type"": ""page_engagement"", ""value"": ""1615""}, {""action_type"": ""landing_page_view"", ""value"": ""89""}, {""action_type"": ""add_to_cart"", ""value"": ""3""}, {""action_type"": ""omni_landing_page_view"", ""value"": ""89""}, {""action_type"": ""onsite_web_view_content"", ""value"": ""23""}, {""action_type"": ""onsite_web_add_to_cart"", ""value"": ""3""}, {""action_type"": ""post_interaction_gross"", ""value"": ""18""}, {""action_type"": ""onsite_web_app_view_content"", ""value"": ""23""}, {""action_type"": ""post"", ""value"": ""4""}, {""action_type"": ""view_content"", ""value"": ""23""}, {""action_type"": ""onsite_conversion.post_save"", ""value"": ""6""}, {""action_type"": ""onsite_web_app_add_to_cart"", ""value"": ""3""}, {""action_type"": ""post_engagement"", ""value"": ""1615""}, {""action_type"": ""onsite_conversion.post_net_like"", ""value"": ""8""}, {""action_type"": ""onsite_conversion.post_net_save"", ""value"": ""6""}, {""action_type"": ""offsite_content_view_add_meta_leads"", ""value"": ""23""}, {""action_type"": ""video_view"", ""value"": ""1503""}, {""action_type"": ""omni_view_content"", ""value"": ""23""}, {""action_type"": ""offsite_conversion.fb_pixel_view_content"", ""value"": ""23""}, {""action_type"": ""offsite_conversion.fb_pixel_add_to_cart"", ""value"": ""3""}, {""action_type"": ""post_reaction"", ""value"": ""8""}, {""action_type"": ""offsite_conversion.fb_pixel_custom"", ""value"": ""30""}]",120202053404560180,Hip Hop,120201721354540180,Holiday Video Campaign,123,"[{""action_type"": ""offsite_conversion.fb_pixel_custom.user_engagement"", ""value"": ""30""}]",0.269187,10.009069,3.718259,2023-12-01,2023-12-31,3308,94,OUTCOME_ENGAGEMENT,,2884,33.11
